abs time (s)	Fx	Fy	Fz	|Ft|	Fx12	Fx34	Fy14	Fy23	Fz1	Fz2	Fz3	Fz4	Mx	My	Mz	Tz	Ax	Ay
	N	N	N	N	N	N	N	N	N	N	N	N	N m	N m	N m	N m	m	m
14.690000	-1.629505	-1.350902	742.762068	742.765084	-6.236853	4.607348	-10.430204	9.079303	311.221954	2.942709	360.507416	68.089989	-22.825759	-1.976746	-0.172301	-0.118629	0.002661	-0.030731
14.700000	-1.564743	-1.462426	743.384508	743.387593	-6.204710	4.639968	-10.446167	8.983741	310.903412	3.103075	360.817078	68.560944	-23.008499	-1.935718	-0.162653	-0.110415	0.002604	-0.030951
14.710000	-1.595930	-1.494245	742.125902	742.129122	-6.301137	4.705208	-10.430204	8.935960	310.266296	3.103075	360.352570	68.403961	-23.010192	-1.897571	-0.122671	-0.069367	0.002557	-0.031006
14.720000	-1.562832	-1.685543	741.186167	741.189731	-6.333280	4.770448	-10.510015	8.824471	310.266296	3.103075	360.197754	67.619041	-22.813636	-1.820469	-0.099393	-0.047149	0.002456	-0.030780
14.730000	-1.497592	-1.781210	742.443128	742.446775	-6.333280	4.835688	-10.557900	8.776690	310.107025	3.263440	360.197754	68.874908	-23.060286	-1.929880	-0.086357	-0.035212	0.002599	-0.031060
14.740000	-1.432830	-1.797101	742.437556	742.441114	-6.301137	4.868308	-10.541938	8.744837	310.425568	2.782344	360.197754	69.031891	-23.123478	-2.041761	-0.080524	-0.030956	0.002750	-0.031145
14.750000	-1.432591	-1.860774	743.530116	743.533824	-6.317209	4.884617	-10.525976	8.665202	310.584839	2.782344	360.817078	69.345856	-23.275416	-2.024220	-0.062576	-0.012665	0.002722	-0.031304
14.760000	-1.319854	-1.876666	743.067782	743.071324	-6.220782	4.900928	-10.510015	8.633348	310.584839	2.782344	360.197754	69.502846	-23.182235	-2.112304	-0.072862	-0.026350	0.002843	-0.031198
14.770000	-1.206401	-1.860704	742.445242	742.448554	-6.172568	4.966167	-10.494053	8.633348	310.425568	2.942709	359.888092	69.188873	-23.058007	-2.068325	-0.067541	-0.024891	0.002786	-0.031057
14.780000	-1.254137	-1.781034	742.611013	742.614207	-6.252924	4.998787	-10.478090	8.697056	310.266296	3.263440	359.578430	69.502846	-23.030162	-2.087709	-0.050675	-0.006774	0.002811	-0.031012
14.790000	-1.221517	-1.812853	743.087579	743.090795	-6.252924	5.031407	-10.462129	8.649276	310.744110	3.103075	359.423584	69.816811	-22.997065	-2.219080	-0.036502	0.006715	0.002986	-0.030948
14.800000	-1.076399	-1.828640	743.553007	743.556035	-6.140426	5.064027	-10.398281	8.569641	310.744110	2.942709	359.578430	70.287758	-23.153586	-2.269725	-0.035260	0.003840	0.003053	-0.031139
14.810000	-1.125329	-1.764862	741.854582	741.857535	-6.140426	5.015097	-10.366357	8.601495	311.221954	2.942709	358.030090	69.659828	-22.625633	-2.439718	-0.045038	-0.004912	0.003289	-0.030499
14.820000	-1.174020	-1.748866	742.934156	742.937142	-6.156497	4.982477	-10.334434	8.585567	310.903412	3.263440	359.578430	69.188873	-22.841392	-2.122881	-0.042605	-0.001513	0.002857	-0.030745
14.830000	-1.304022	-1.669161	742.471884	742.474905	-6.188639	4.884617	-10.302509	8.633348	311.381226	2.942709	358.959076	69.188873	-22.689692	-2.298879	-0.057652	-0.012633	0.003096	-0.030560
14.840000	-1.190807	-1.621346	742.791521	742.794245	-6.124354	4.933547	-10.286548	8.665202	311.540497	3.103075	358.959076	69.188873	-22.627916	-2.293653	-0.062630	-0.021347	0.003088	-0.030463
14.850000	-1.174497	-1.748761	743.248023	743.251009	-6.124354	4.949857	-10.286548	8.537786	311.540497	2.621978	359.268738	69.816811	-22.905922	-2.388843	-0.044078	-0.002261	0.003214	-0.030819
14.860000	-1.287712	-1.732729	743.100119	743.103255	-6.188639	4.900928	-10.238662	8.505933	311.699799	2.942709	359.268738	69.188873	-22.685049	-2.299214	-0.031438	0.013234	0.003094	-0.030528
14.870000	-1.207356	-1.812433	744.025874	744.029061	-6.108284	4.900928	-10.270586	8.458153	311.859070	2.782344	360.352570	69.031891	-22.867051	-2.185057	-0.045606	-0.003177	0.002937	-0.030734
14.880000	-1.110452	-1.844252	743.280267	743.283385	-6.043999	4.933547	-10.254623	8.410372	312.177612	3.103075	358.339752	69.659828	-22.460788	-2.497324	-0.044290	-0.004538	0.003360	-0.030218
14.890000	-1.222711	-1.860214	744.219228	744.222557	-6.172568	4.949857	-10.270586	8.410372	312.336884	3.263440	358.959076	69.659828	-22.520007	-2.427926	-0.017230	0.025838	0.003262	-0.030260
14.900000	-1.205685	-1.860075	744.375147	744.378447	-6.220782	5.015097	-10.206738	8.346663	312.496185	3.103075	358.959076	69.816811	-22.551623	-2.484357	0.020768	0.063503	0.003338	-0.030296
14.910000	-1.125090	-1.907820	743.744754	743.748052	-6.156497	5.031407	-10.190776	8.282956	312.496185	2.782344	358.649414	69.816811	-22.551688	-2.556378	0.020733	0.061405	0.003437	-0.030322
14.920000	-1.125329	-1.700524	743.757017	743.759813	-6.140426	5.015097	-10.079042	8.378518	312.814728	2.942709	358.339752	69.659828	-22.371906	-2.593691	0.016197	0.055977	0.003487	-0.030080
14.930000	-1.076399	-1.636712	743.749331	743.751911	-6.140426	5.064027	-10.031157	8.394444	312.814728	2.782344	358.649414	69.502846	-22.437387	-2.554736	0.029818	0.067913	0.003435	-0.030168
14.940000	-1.027230	-1.556937	744.998621	745.000956	-6.156497	5.129267	-9.967309	8.410372	312.336884	3.103075	359.113922	70.444740	-22.753680	-2.513981	0.051831	0.088458	0.003374	-0.030542
14.950000	-0.881634	-1.477163	742.985181	742.987173	-6.076141	5.194507	-9.903461	8.426298	312.655457	3.263440	357.720428	69.345856	-22.163006	-2.561767	0.054558	0.085950	0.003448	-0.029830
14.960000	-0.864847	-1.493126	742.517298	742.519302	-6.108284	5.243437	-9.919424	8.426298	312.655457	3.103075	357.255920	69.502846	-22.132857	-2.654835	0.068857	0.099975	0.003575	-0.029808
14.970000	-0.880679	-1.429242	742.035151	742.037050	-6.140426	5.259747	-9.839614	8.410372	312.496185	2.782344	357.410767	69.345856	-22.231304	-2.637502	0.090036	0.121501	0.003554	-0.029960
14.980000	-0.719490	-1.461061	742.039729	742.041516	-6.011856	5.292367	-9.823652	8.362591	312.814728	2.782344	357.410767	69.031891	-22.103370	-2.630798	0.078495	0.105107	0.003545	-0.029787
14.990000	-0.752110	-1.524804	741.249934	741.251884	-6.011856	5.259747	-9.839614	8.314810	312.177612	2.782344	357.101105	69.188873	-22.197389	-2.611810	0.075790	0.103685	0.003524	-0.029946
15.000000	-0.848537	-1.732169	740.926936	740.929447	-6.108284	5.259747	-9.983272	8.251102	311.699799	2.782344	357.255920	69.188873	-22.314584	-2.540233	0.085481	0.116975	0.003428	-0.030117
15.010000	-0.913299	-1.859725	741.384996	741.387891	-6.140426	5.227127	-10.047119	8.187394	311.381226	3.103075	358.339752	68.560944	-22.399593	-2.261020	0.085369	0.118634	0.003050	-0.030213
15.020000	-0.896989	-1.971388	741.395755	741.398918	-6.140426	5.243437	-10.126928	8.155540	311.699799	2.782344	357.410767	69.502846	-22.397583	-2.561509	0.082876	0.116785	0.003455	-0.030210
15.030000	-0.864130	-2.067124	741.549490	741.552875	-6.156497	5.292367	-10.206738	8.139614	311.540497	2.942709	357.720428	69.345856	-22.423596	-2.465672	0.088210	0.121214	0.003325	-0.030239
15.040000	-0.863653	-2.162790	741.550715	741.554372	-6.188639	5.324986	-10.254623	8.091833	311.859070	2.782344	357.720428	69.188873	-22.356253	-2.504285	0.101150	0.134492	0.003377	-0.030148
15.050000	-0.911866	-2.194644	742.487487	742.491290	-6.236853	5.324986	-10.254623	8.059979	312.336884	2.621978	358.339752	69.188873	-22.415195	-2.508717	0.114615	0.149559	0.003379	-0.030189
15.060000	-0.863175	-2.114975	742.484011	742.487525	-6.220782	5.357606	-10.238662	8.123687	311.859070	2.782344	358.339752	69.502846	-22.545064	-2.467621	0.112196	0.145435	0.003323	-0.030364
15.070000	-0.879246	-2.083121	742.672311	742.675753	-6.236853	5.357606	-10.238662	8.155540	312.496185	3.423806	357.720428	69.031891	-22.072726	-2.485627	0.111588	0.144691	0.003347	-0.029721
15.080000	-0.959602	-1.971563	743.269365	743.272599	-6.317209	5.357606	-10.206738	8.235175	312.018341	3.103075	358.959076	69.188873	-22.516587	-2.340590	0.121933	0.157212	0.003149	-0.030294
15.090000	-0.943054	-1.923712	743.584524	743.587611	-6.333280	5.390226	-10.174814	8.251102	312.336884	2.942709	358.959076	69.345856	-22.518502	-2.416152	0.133591	0.168401	0.003249	-0.030284
15.100000	-0.895318	-1.875931	743.122663	743.125570	-6.252924	5.357606	-10.174814	8.298883	312.496185	3.263440	358.959076	68.403961	-22.236266	-2.281605	0.105262	0.137812	0.003070	-0.029923
15.110000	-1.040914	-1.748410	743.904664	743.907447	-6.333280	5.292367	-10.126928	8.378518	312.655457	3.423806	359.578430	68.246971	-22.270550	-2.194864	0.104476	0.140797	0.002950	-0.029937
15.120000	-1.073294	-1.652920	742.956967	742.959581	-6.349351	5.276057	-10.158853	8.505933	312.018341	3.584172	359.578430	67.776024	-22.276008	-2.044110	0.085307	0.122035	0.002751	-0.029983
15.130000	-1.106631	-1.525399	744.357174	744.359560	-6.301137	5.194507	-10.110967	8.585567	312.336884	3.584172	360.817078	67.619041	-22.434371	-1.916360	0.055545	0.092825	0.002575	-0.030139
15.140000	-1.106392	-1.413876	743.275509	743.277678	-6.317209	5.210817	-10.095005	8.681129	312.336884	3.584172	359.578430	67.776024	-22.223056	-2.083824	0.052469	0.089513	0.002804	-0.029899
15.150000	-1.107109	-1.350203	743.113152	743.115203	-6.268995	5.161887	-10.110967	8.760764	312.177612	3.744537	360.042908	67.148094	-22.193012	-1.914411	0.021569	0.058111	0.002576	-0.029865
15.160000	-1.123179	-1.254501	742.330696	742.332606	-6.285066	5.161887	-10.047119	8.792618	312.496185	3.744537	360.197754	65.892220	-21.913399	-1.784077	0.028622	0.064793	0.002403	-0.029520
15.170000	-1.156277	-1.174867	742.015484	742.017315	-6.252924	5.096647	-10.047119	8.872252	312.496185	3.584172	360.042908	65.892220	-21.918086	-1.823392	-0.000410	0.036631	0.002457	-0.029539
15.180000	-1.172348	-1.190794	743.441844	743.443722	-6.268995	5.096647	-10.047119	8.856325	312.814728	3.904903	359.888092	66.834122	-21.946932	-1.955458	0.004715	0.042456	0.002630	-0.029521
15.190000	-1.301395	-1.254711	742.487381	742.489582	-6.365422	5.064027	-10.142890	8.888179	312.177612	3.744537	359.888092	66.677139	-22.072155	-1.885218	0.002162	0.044034	0.002539	-0.029727
15.200000	-1.253182	-1.238854	742.956619	742.958709	-6.317209	5.064027	-10.174814	8.935960	312.655457	3.744537	360.507416	66.049210	-21.975579	-1.790719	-0.017046	0.023007	0.002410	-0.029579
15.210000	-1.351042	-1.334451	742.641285	742.643713	-6.317209	4.966167	-10.190776	8.856325	312.496185	3.584172	360.197754	66.363174	-22.036065	-1.870089	-0.028977	0.014472	0.002518	-0.029673
15.220000	-1.302351	-1.318594	742.808510	742.810822	-6.301137	4.998787	-10.222700	8.904106	312.973999	3.744537	360.197754	65.892220	-21.814952	-1.849477	-0.035232	0.006299	0.002490	-0.029368
15.230000	-1.367352	-1.334521	742.970897	742.973354	-6.317209	4.949857	-10.222700	8.888179	312.814728	3.904903	359.888092	66.363174	-21.846275	-1.907720	-0.039892	0.003740	0.002568	-0.029404
15.240000	-1.399733	-1.350517	743.917277	743.919820	-6.333280	4.933547	-10.254623	8.904106	312.655457	4.225634	359.888092	67.148094	-21.970247	-1.945767	-0.045682	-0.000811	0.002616	-0.029533
15.250000	-1.318899	-1.318628	742.967689	742.970029	-6.285066	4.966167	-10.238662	8.920033	312.655457	4.065269	360.197754	66.049210	-21.845910	-1.792348	-0.048797	-0.006835	0.002412	-0.029404
15.260000	-1.383423	-1.382407	741.260345	741.262925	-6.333280	4.949857	-10.270586	8.888179	312.814728	4.065269	358.959076	65.421272	-21.437863	-1.887653	-0.042424	0.001106	0.002547	-0.028921
15.270000	-1.383662	-1.318628	742.342040	742.344501	-6.317209	4.933547	-10.238662	8.920033	312.814728	4.065269	360.197754	65.264290	-21.657072	-1.720184	-0.048892	-0.005470	0.002317	-0.029174
15.280000	-1.351996	-1.254887	742.177372	742.179664	-6.252924	4.900928	-10.222700	8.967813	312.814728	3.904903	360.507416	64.950325	-21.691153	-1.663168	-0.072091	-0.029765	0.002241	-0.029226
15.290000	-1.416759	-1.254921	742.182769	742.185182	-6.285066	4.868308	-10.238662	8.983741	312.655457	4.065269	360.197754	65.264290	-21.691793	-1.702561	-0.076014	-0.031727	0.002294	-0.029227
15.300000	-1.400449	-1.334661	741.866515	741.869038	-6.285066	4.884617	-10.286548	8.951887	312.496185	4.065269	360.197754	65.107307	-21.688663	-1.663877	-0.074675	-0.030740	0.002243	-0.029235
15.310000	-1.449378	-1.286845	741.564806	741.567339	-6.285066	4.835688	-10.270586	8.983741	312.814728	4.225634	359.888092	64.636353	-21.438910	-1.665705	-0.086368	-0.041576	0.002246	-0.028910
15.320000	-1.433069	-1.334661	742.799434	742.802016	-6.285066	4.851997	-10.286548	8.951887	313.451843	3.904903	361.591248	63.851440	-21.557130	-1.481344	-0.081199	-0.036948	0.001994	-0.029021
15.330000	-1.400688	-1.430292	741.093685	741.096389	-6.268995	4.868308	-10.318471	8.888179	312.973999	3.904903	359.578430	64.636353	-21.402814	-1.758273	-0.077337	-0.033492	0.002373	-0.028880
15.340000	-1.401165	-1.446289	742.814539	742.817269	-6.236853	4.835688	-10.350395	8.904106	313.133301	4.225634	360.662262	64.793343	-21.554252	-1.627702	-0.096032	-0.052205	0.002191	-0.029017
15.350000	-1.304738	-1.398474	743.286681	743.289142	-6.140426	4.835688	-10.334434	8.935960	313.451843	4.065269	360.662262	65.107307	-21.587561	-1.718508	-0.117225	-0.076097	0.002312	-0.029043
15.360000	-1.417236	-1.446323	743.587410	743.590167	-6.252924	4.835688	-10.366357	8.920033	313.451843	3.744537	361.126740	65.264290	-21.773846	-1.725158	-0.096645	-0.051789	0.002320	-0.029282
15.370000	-1.433308	-1.382616	743.767725	743.770392	-6.268995	4.835688	-10.366357	8.983741	313.770386	4.225634	360.507416	65.264290	-21.492920	-1.780694	-0.101075	-0.056346	0.002394	-0.028897
15.380000	-1.434024	-1.366654	744.066318	744.068955	-6.220782	4.786757	-10.350395	8.983741	313.770386	3.904903	361.126740	65.264290	-21.681650	-1.744895	-0.118588	-0.073597	0.002345	-0.029139
15.390000	-1.498548	-1.350693	745.310699	745.313429	-6.268995	4.770448	-10.334434	8.983741	313.929688	4.065269	362.365417	64.950325	-21.803377	-1.561354	-0.110292	-0.063624	0.002095	-0.029254
15.400000	-1.514858	-1.302841	745.480567	745.483245	-6.268995	4.754138	-10.302509	8.999668	313.929688	4.065269	361.436401	66.049210	-21.839504	-1.805436	-0.111635	-0.064100	0.002422	-0.029296
15.410000	-1.514141	-1.223138	742.814654	742.817204	-6.317209	4.803068	-10.270586	9.047448	313.292572	4.225634	360.817078	64.479370	-21.500608	-1.595644	-0.094109	-0.047655	0.002148	-0.028945
15.420000	-1.432830	-1.111544	742.490417	742.492631	-6.301137	4.868308	-10.222700	9.111156	312.814728	4.065269	360.817078	64.793343	-21.696066	-1.591564	-0.086174	-0.041923	0.002144	-0.029221
15.430000	-1.431398	-1.143433	741.560678	741.562941	-6.397565	4.966167	-10.238662	9.095229	312.655457	4.546365	360.507416	63.851440	-21.379953	-1.438787	-0.047321	-0.003833	0.001940	-0.028831
15.440000	-1.495921	-1.111544	742.182116	742.184456	-6.445778	4.949857	-10.222700	9.111156	312.973999	4.225634	360.817078	64.165405	-21.506552	-1.518920	-0.040936	0.004687	0.002047	-0.028977
15.450000	-1.367113	-1.079690	741.402427	741.404473	-6.333280	4.966167	-10.222700	9.143010	312.973999	4.065269	360.197754	64.165405	-21.416193	-1.606686	-0.063996	-0.022166	0.002167	-0.028886
15.460000	-1.351042	-1.063728	741.692139	741.694132	-6.317209	4.966167	-10.206738	9.143010	312.655457	3.744537	361.126740	64.165405	-21.730563	-1.494747	-0.065295	-0.023567	0.002015	-0.029299
15.470000	-1.545090	-1.047871	741.080824	741.083176	-6.429707	4.884617	-10.238662	9.190791	312.655457	4.225634	360.662262	63.537472	-21.416575	-1.426133	-0.068669	-0.022001	0.001924	-0.028899
15.480000	-1.593542	-1.000021	740.138773	740.141164	-6.461849	4.868308	-10.206738	9.206717	312.496185	4.225634	360.507416	62.909538	-21.294027	-1.352430	-0.063583	-0.015909	0.001827	-0.028770
15.490000	-1.561161	-0.936243	741.392504	741.394739	-6.445778	4.884617	-10.174814	9.238571	312.496185	4.225634	360.662262	64.008423	-21.547643	-1.464258	-0.063527	-0.016305	0.001975	-0.029064
15.500000	-1.577232	-0.984058	741.863574	741.865903	-6.461849	4.884617	-10.190776	9.206717	312.655457	4.225634	360.817078	64.165405	-21.575997	-1.484354	-0.058406	-0.010566	0.002001	-0.029084
15.510000	-1.658304	-1.015983	742.319354	742.321901	-6.493992	4.835688	-10.222700	9.206717	312.496185	4.225634	361.746094	63.851440	-21.729425	-1.319731	-0.065594	-0.015246	0.001778	-0.029272
15.520000	-1.609613	-1.063798	741.708430	741.710939	-6.477921	4.868308	-10.238662	9.174864	312.336884	4.225634	360.352570	64.793343	-21.668809	-1.578675	-0.060377	-0.011089	0.002128	-0.029215
15.530000	-1.577471	-1.143607	741.684055	741.686614	-6.445778	4.868308	-10.318471	9.174864	311.859070	3.904903	361.126740	64.793343	-21.979761	-1.465479	-0.076383	-0.027375	0.001976	-0.029635
15.540000	-1.641756	-1.159570	741.836612	741.839335	-6.510063	4.868308	-10.334434	9.174864	311.699799	3.904903	361.281586	64.950325	-22.073262	-1.449515	-0.065442	-0.014326	0.001954	-0.029755
15.550000	-1.624730	-1.335011	742.295418	742.298396	-6.558277	4.933547	-10.446167	9.111156	311.540497	3.744537	361.746094	65.264290	-22.284995	-1.430812	-0.048514	0.002836	0.001928	-0.030022
15.560000	-1.592587	-1.366934	743.549301	743.552263	-6.526134	4.933547	-10.478090	9.111156	311.699799	3.744537	362.055756	66.049210	-22.470615	-1.505512	-0.058773	-0.007877	0.002025	-0.030221
15.570000	-1.576516	-1.414750	742.449192	742.452213	-6.510063	4.933547	-10.494053	9.079303	311.381226	3.904903	362.055756	65.107307	-22.311724	-1.334288	-0.060081	-0.010161	0.001797	-0.030052
15.580000	-1.543896	-1.319118	743.381386	743.384159	-6.510063	4.966167	-10.462129	9.143010	311.540497	3.744537	362.675079	65.421272	-22.502904	-1.334534	-0.057371	-0.008267	0.001795	-0.030271
15.590000	-1.560445	-1.335151	743.858947	743.861782	-6.493992	4.933547	-10.510015	9.174864	311.381226	4.065269	362.520233	65.892220	-22.533111	-1.352773	-0.076678	-0.026980	0.001819	-0.030292
15.600000	-1.511754	-1.287335	742.913495	742.916148	-6.477921	4.966167	-10.494053	9.206717	311.540497	3.584172	362.210571	65.578255	-22.474902	-1.426910	-0.075275	-0.027068	0.001921	-0.030252
15.610000	-1.527825	-1.207560	743.045007	743.047559	-6.493992	4.966167	-10.430204	9.222645	311.221954	3.103075	362.984741	65.735237	-22.824651	-1.373077	-0.066310	-0.017147	0.001848	-0.030718
15.620000	-1.527586	-1.079969	743.681992	743.684345	-6.510063	4.982477	-10.350395	9.270426	311.381226	3.423806	362.984741	65.892220	-22.765788	-1.372529	-0.055990	-0.007234	0.001846	-0.030612
15.630000	-1.495682	-1.032154	742.738904	742.741127	-6.461849	4.966167	-10.334434	9.302279	311.062683	3.584172	362.984741	65.107307	-22.642593	-1.219435	-0.070802	-0.023511	0.001642	-0.030485
15.640000	-1.544374	-1.095931	742.439869	742.442285	-6.477921	4.933547	-10.366357	9.270426	310.903412	3.584172	361.746094	66.206192	-22.643625	-1.483017	-0.074120	-0.024830	0.001997	-0.030499
15.650000	-1.511754	-1.016122	743.215870	743.218103	-6.477921	4.966167	-10.286548	9.270426	310.584839	3.584172	362.055756	66.991104	-22.929845	-1.500351	-0.058019	-0.009327	0.002019	-0.030852
15.660000	-1.528302	-1.032084	742.118702	742.120994	-6.461849	4.933547	-10.302509	9.270426	310.107025	3.584172	361.436401	66.991104	-22.900819	-1.518080	-0.069673	-0.020400	0.002046	-0.030859
15.670000	-1.576516	-1.127645	742.421636	742.424166	-6.510063	4.933547	-10.302509	9.174864	310.107025	3.263440	361.746094	67.305077	-23.085398	-1.559251	-0.048563	0.002827	0.002100	-0.031095
15.680000	-1.609613	-1.255200	742.879347	742.882151	-6.477921	4.868308	-10.366357	9.111156	310.107025	2.942709	362.210571	67.619041	-23.299493	-1.581167	-0.068056	-0.014901	0.002128	-0.031364
15.690000	-1.673420	-1.334940	741.630441	741.633531	-6.574347	4.900928	-10.414243	9.079303	309.310638	3.103075	361.126740	68.089989	-23.300532	-1.655802	-0.044170	0.011385	0.002233	-0.031418
15.700000	-1.656872	-1.446534	743.497977	743.501230	-6.590419	4.933547	-10.462129	9.015594	309.310638	2.942709	362.055756	69.188873	-23.733163	-1.694685	-0.032534	0.023652	0.002279	-0.031921
