abs time (s)	Fx	Fy	Fz	|Ft|	Fx12	Fx34	Fy14	Fy23	Fz1	Fz2	Fz3	Fz4	Mx	My	Mz	Tz	Ax	Ay
	N	N	N	N	N	N	N	N	N	N	N	N	N m	N m	N m	N m	m	m
13.350000	-0.824513	-0.551198	743.494787	743.495448	-5.529721	4.705208	-8.897861	8.346663	312.973999	1.820150	353.075439	75.625198	-22.756495	-4.081536	-0.022357	0.005905	0.005490	-0.030607
13.360000	-0.888797	-0.583052	742.703000	742.703761	-5.594005	4.705208	-8.897861	8.314810	312.496185	1.820150	353.075439	75.311226	-22.787830	-3.989415	-0.005678	0.024724	0.005371	-0.030682
13.370000	-0.936056	-0.662721	741.592482	741.593369	-5.706503	4.770448	-8.913823	8.251102	311.859070	1.499419	352.765778	75.468216	-22.945280	-4.009573	0.035599	0.068144	0.005407	-0.030941
13.380000	-0.902958	-0.758317	740.982928	740.983866	-5.738646	4.835688	-8.929785	8.171468	312.177612	1.339053	351.527100	75.939163	-22.755796	-4.270708	0.062716	0.094817	0.005764	-0.030710
13.390000	-0.853790	-0.901799	741.903331	741.904370	-5.754717	4.900928	-8.993632	8.091833	312.177612	1.339053	353.075439	75.311226	-22.933420	-4.007342	0.080873	0.112136	0.005401	-0.030912
13.400000	-0.950695	-0.981539	741.431136	741.432396	-5.819002	4.868308	-9.041518	8.059979	312.177612	1.178687	352.920593	75.154243	-22.899539	-4.030690	0.085282	0.119981	0.005436	-0.030886
13.410000	-0.950695	-1.013323	742.847522	742.848821	-5.819002	4.868308	-9.009595	7.996272	312.336884	1.339053	353.075439	76.096146	-23.053531	-4.125006	0.096758	0.131889	0.005553	-0.031034
13.420000	-0.821170	-0.981469	742.523307	742.524410	-5.754717	4.933547	-9.009595	8.028126	311.859070	1.178687	353.075439	76.410110	-23.245394	-4.118759	0.093126	0.124278	0.005547	-0.031306
13.430000	-0.805576	-0.869842	743.463326	743.464271	-5.706503	4.900928	-8.945747	8.075906	312.496185	0.857956	353.385101	76.724083	-23.311867	-4.233516	0.078888	0.109100	0.005694	-0.031356
13.440000	-0.935340	-0.838022	744.558227	744.559286	-5.754717	4.819377	-8.961709	8.123687	312.496185	1.178687	354.159271	76.724083	-23.403986	-4.107968	0.064571	0.098596	0.005517	-0.031433
13.450000	-0.952844	-0.598873	744.573547	744.574397	-5.674361	4.721518	-8.849976	8.251102	312.814728	1.178687	353.385101	77.195030	-23.290395	-4.296394	0.027046	0.060307	0.005770	-0.031280
13.460000	-0.937011	-0.550987	745.505641	745.506433	-5.642219	4.705208	-8.802090	8.251102	312.496185	1.339053	354.004425	77.665977	-23.542240	-4.220408	0.023102	0.055811	0.005661	-0.031579
13.470000	-1.083085	-0.375722	744.551583	744.552465	-5.690433	4.607348	-8.770166	8.394444	312.655457	0.857956	354.314087	76.724083	-23.488045	-4.153639	-0.000197	0.036066	0.005579	-0.031547
13.480000	-1.082846	-0.343832	744.235321	744.236188	-5.706503	4.623658	-8.754204	8.410372	312.496185	0.857956	354.314087	76.567093	-23.489936	-4.115676	0.006283	0.042362	0.005530	-0.031563
13.490000	-1.066535	-0.264092	743.923248	743.924059	-5.706503	4.639968	-8.706318	8.442225	311.859070	1.178687	354.004425	76.881065	-23.557664	-4.074837	0.011469	0.046689	0.005477	-0.031667
13.500000	-1.017845	-0.264163	744.244899	744.245641	-5.690433	4.672588	-8.738242	8.474079	311.859070	1.339053	353.694763	77.352013	-23.557844	-4.147075	0.007126	0.040816	0.005572	-0.031653
13.510000	-0.920462	-0.248271	742.500945	742.501557	-5.658290	4.737828	-8.754204	8.505933	310.903412	1.178687	353.694763	76.724083	-23.656178	-3.971906	0.008007	0.038661	0.005349	-0.031860
13.520000	-0.872249	-0.359935	741.557499	741.558099	-5.610076	4.737828	-8.834014	8.474079	310.584839	1.018322	353.230255	76.724083	-23.654040	-4.006493	-0.007390	0.022377	0.005403	-0.031898
13.530000	-0.776299	-0.359899	742.488209	742.488702	-5.481507	4.705208	-8.818051	8.458153	310.425568	0.697590	353.385101	77.979950	-24.032184	-4.153673	-0.035802	-0.008662	0.005594	-0.032367
13.540000	-0.776299	-0.455636	742.173970	742.174516	-5.481507	4.705208	-8.897861	8.442225	310.107025	0.697590	353.075439	78.293915	-24.092445	-4.190283	-0.043468	-0.015695	0.005646	-0.032462
13.550000	-0.889753	-0.663036	742.473374	742.474203	-5.529721	4.639968	-9.057481	8.394444	309.310638	0.857956	353.539917	78.764862	-24.397401	-4.081354	-0.060293	-0.027412	0.005497	-0.032860
13.560000	-0.841539	-0.822551	742.773735	742.774667	-5.481507	4.639968	-9.169214	8.346663	308.514252	0.857956	353.694763	79.706764	-24.768850	-4.078065	-0.077610	-0.045032	0.005490	-0.033346
13.570000	-0.824990	-1.109724	741.674059	741.675348	-5.497578	4.672588	-9.392680	8.282956	308.354950	0.216494	352.610931	80.491684	-24.856298	-4.359430	-0.087043	-0.052872	0.005878	-0.033514
13.580000	-0.905346	-1.396689	743.222768	743.224632	-5.577934	4.672588	-9.520376	8.123687	307.399292	0.376859	353.385101	82.061516	-25.471243	-4.324602	-0.067183	-0.028029	0.005819	-0.034271
13.590000	-0.871771	-1.699615	741.950160	741.952619	-5.642219	4.770448	-9.664033	7.964417	307.240021	-0.104238	353.694763	81.119614	-25.459237	-4.211523	-0.032881	0.006681	0.005676	-0.034314
13.600000	-0.741769	-1.954726	743.199579	743.202520	-5.610076	4.868308	-9.791728	7.837002	306.921448	0.216494	354.314087	81.747551	-25.696778	-4.129990	-0.019771	0.016739	0.005557	-0.034576
13.610000	-0.677007	-2.209837	742.868598	742.872194	-5.577934	4.900928	-9.919424	7.709587	306.443634	-0.264603	354.314087	82.375481	-26.002666	-4.202821	-0.019709	0.016491	0.005658	-0.035003
13.620000	-0.708194	-2.369316	743.170176	743.174291	-5.674361	4.966167	-10.015195	7.645879	305.647247	-0.104238	354.623749	83.003418	-26.310213	-4.127607	0.008777	0.047008	0.005554	-0.035403
13.630000	-0.674619	-2.640458	744.722819	744.727806	-5.738646	5.064027	-10.190776	7.550318	305.647247	-0.104238	355.862427	83.317383	-26.608541	-4.015131	0.031603	0.069943	0.005391	-0.035729
13.640000	-0.642477	-2.784011	743.630076	743.635565	-5.706503	5.064027	-10.286548	7.502537	305.328674	-0.104238	355.088257	83.317383	-26.510961	-4.068356	0.019416	0.057552	0.005471	-0.035651
13.650000	-0.755691	-2.959347	744.714561	744.720824	-5.770788	5.015097	-10.350395	7.391048	305.010132	-0.264603	355.552765	84.416267	-26.911531	-4.130595	0.028204	0.071926	0.005547	-0.036137
13.660000	-0.788073	-3.055119	744.379110	744.385797	-5.786860	4.998787	-10.446167	7.391048	304.691589	-1.066431	355.552765	85.201187	-27.288280	-4.284237	0.016663	0.063137	0.005755	-0.036659
13.670000	-0.756408	-3.055119	743.748753	743.755413	-5.722575	4.966167	-10.446167	7.391048	304.054474	-0.745700	355.552765	84.887215	-27.288762	-4.130193	-0.002718	0.042001	0.005553	-0.036691
13.680000	-0.659981	-3.055153	744.380994	744.387556	-5.626148	4.966167	-10.462129	7.406975	304.054474	-0.745700	355.243103	85.829117	-27.415209	-4.276042	-0.025830	0.016027	0.005744	-0.036830
13.690000	-0.642954	-3.214633	741.863607	741.870850	-5.674361	5.031407	-10.557900	7.343267	302.939514	-1.066431	354.004425	85.986099	-27.478831	-4.347448	-0.006987	0.035667	0.005860	-0.037040
13.700000	-0.675335	-3.310298	744.685330	744.692994	-5.690433	5.015097	-10.605785	7.295487	302.939514	-0.745700	354.778595	87.712921	-27.910578	-4.424735	-0.007047	0.037934	0.005942	-0.037480
13.710000	-0.659264	-3.326225	742.476992	742.484735	-5.674361	5.015097	-10.605785	7.279560	302.461700	-1.226797	354.314087	86.928001	-27.851758	-4.385957	-0.008350	0.036029	0.005907	-0.037512
13.720000	-0.611290	-3.294407	743.257753	743.265306	-5.610076	4.998787	-10.621748	7.327341	302.620972	-1.226797	354.778595	87.084984	-27.945634	-4.366007	-0.032118	0.010218	0.005874	-0.037599
13.730000	-0.660935	-3.214702	743.413694	743.420938	-5.561863	4.900928	-10.589824	7.375122	302.461700	-1.066431	354.933441	87.084984	-27.979971	-4.311303	-0.063235	-0.019716	0.005799	-0.037637
13.740000	-0.613199	-3.230664	743.562815	743.570086	-5.481507	4.868308	-10.605785	7.375122	302.302399	-1.226797	355.088257	87.398956	-28.136944	-4.328382	-0.087746	-0.045736	0.005821	-0.037841
13.750000	-0.565464	-3.390143	741.671527	741.679491	-5.401151	4.835688	-10.701557	7.311414	301.506012	-1.547528	354.314087	87.398956	-28.198357	-4.362055	-0.114189	-0.072751	0.005881	-0.038020
13.760000	-0.629271	-3.406210	741.217966	741.226060	-5.497578	4.868308	-10.765405	7.359195	301.346741	-1.226797	353.385101	87.712921	-28.042338	-4.456480	-0.101775	-0.057488	0.006012	-0.037833
13.770000	-0.726175	-3.613471	743.242453	743.251592	-5.561863	4.835688	-10.861176	7.247706	301.346741	-1.387163	354.314087	88.968788	-28.502055	-4.519311	-0.093556	-0.043736	0.006081	-0.038348
13.780000	-0.726414	-3.772845	743.078704	743.088637	-5.545792	4.819377	-10.909062	7.136218	301.346741	-1.707894	354.314087	89.125771	-28.590425	-4.576647	-0.092400	-0.041213	0.006159	-0.038476
13.790000	-0.581057	-3.772845	744.017521	744.027313	-5.449365	4.868308	-10.909062	7.136218	301.665314	-1.868260	354.623749	89.596718	-28.714906	-4.646933	-0.101899	-0.055909	0.006246	-0.038594
13.800000	-0.629748	-3.756918	744.019679	744.029431	-5.465436	4.835688	-10.909062	7.152144	301.346741	-1.547528	354.623749	89.596718	-28.715191	-4.572407	-0.107120	-0.059727	0.006146	-0.038595
13.810000	-0.597606	-3.725029	744.643966	744.653523	-5.433293	4.835688	-10.893100	7.168071	301.028198	-1.707894	354.314087	91.009575	-29.033047	-4.758682	-0.113544	-0.066439	0.006391	-0.038989
13.820000	-0.597606	-3.677213	744.154330	744.163656	-5.433293	4.835688	-10.877138	7.199925	300.391083	-1.547528	355.243103	90.067673	-29.127971	-4.438474	-0.115451	-0.070127	0.005964	-0.039142
13.830000	-0.581057	-3.788806	744.025873	744.035747	-5.449365	4.868308	-10.925024	7.136218	300.709625	-1.226797	354.004425	90.538620	-28.841548	-4.642622	-0.103815	-0.057649	0.006240	-0.038764
13.840000	-0.531889	-3.884368	743.382297	743.392635	-5.465436	4.933547	-10.925024	7.040656	300.391083	-1.547528	354.314087	90.224655	-28.964242	-4.565837	-0.076085	-0.031503	0.006142	-0.038963
13.850000	-0.628793	-3.964037	743.999157	744.009983	-5.529721	4.900928	-10.940986	6.976948	300.391083	-1.868260	354.623749	90.852585	-29.212322	-4.646877	-0.064022	-0.014575	0.006246	-0.039264
13.860000	-0.467126	-4.011783	743.221931	743.232905	-5.433293	4.966167	-10.925024	6.913241	300.391083	-1.707894	354.314087	90.224655	-28.990582	-4.582166	-0.060700	-0.017745	0.006165	-0.039007
13.870000	-0.482720	-4.171193	744.163558	744.175405	-5.481507	4.998787	-10.988872	6.817679	300.072540	-1.707894	354.004425	91.794487	-29.299151	-4.770182	-0.040727	0.005016	0.006410	-0.039372
13.880000	-0.481287	-4.330462	743.371308	743.384077	-5.577934	5.096647	-10.988872	6.658410	299.435425	-2.028625	353.385101	92.579407	-29.516672	-4.900661	0.017242	0.064901	0.006592	-0.039706
13.890000	-0.254380	-4.649280	744.292302	744.306866	-5.481507	5.227127	-11.116567	6.467287	299.116852	-2.188991	354.314087	93.050354	-29.878100	-4.816501	0.031664	0.071963	0.006471	-0.040143
13.900000	-0.221999	-4.824512	743.844277	743.859955	-5.465436	5.243437	-11.132529	6.308018	299.276154	-2.028625	353.075439	93.521309	-29.652742	-5.020068	0.048909	0.090318	0.006749	-0.039864
13.910000	-0.189140	-5.111476	743.991906	744.009489	-5.481507	5.292367	-11.260224	6.148748	298.798309	-2.349356	352.765778	94.777176	-29.988785	-5.187599	0.065698	0.108962	0.006973	-0.040308
13.920000	-0.221283	-5.222930	744.303582	744.321940	-5.513649	5.292367	-11.244263	6.021333	298.639038	-2.349356	352.765778	95.248123	-30.109813	-5.226447	0.089332	0.134958	0.007022	-0.040454
13.930000	-0.108785	-5.334522	744.934995	744.954104	-5.401151	5.292367	-11.292148	5.957625	299.116852	-2.509722	352.765778	95.562088	-30.104095	-5.335642	0.068731	0.111336	0.007163	-0.040412
13.940000	-0.141405	-5.334488	744.618864	744.637985	-5.401151	5.259747	-11.276186	5.941698	299.116852	-2.509722	352.920593	95.091141	-30.040870	-5.262018	0.066033	0.109436	0.007067	-0.040344
13.950000	-0.190095	-5.095234	744.339005	744.356468	-5.417222	5.227127	-11.116567	6.021333	299.435425	-2.028625	351.527100	95.405106	-29.675797	-5.449601	0.072322	0.117205	0.007321	-0.039869
13.960000	-0.110217	-4.776346	744.786004	744.801328	-5.304724	5.194507	-10.956948	6.180602	299.435425	-2.349356	352.765778	94.934158	-29.907839	-5.279339	0.043340	0.081623	0.007088	-0.040156
13.970000	-0.014745	-4.361686	744.959031	744.971800	-5.144012	5.129267	-10.701557	6.339871	300.550354	-2.349356	352.765778	93.992256	-29.515133	-5.295806	0.009684	0.041275	0.007109	-0.039620
13.980000	-0.031294	-4.058760	744.650259	744.661321	-5.127941	5.096647	-10.557900	6.499141	300.550354	-2.509722	352.146423	94.463203	-29.531156	-5.446631	-0.001927	0.029001	0.007314	-0.039658
13.990000	-0.015461	-3.771760	744.202370	744.211928	-5.095798	5.080337	-10.414243	6.642483	300.550354	-2.028625	351.217438	94.463203	-29.262055	-5.499665	-0.011580	0.016901	0.007390	-0.039320
14.000000	0.031797	-3.436944	744.054299	744.062237	-4.983300	5.015097	-10.254623	6.817679	300.868927	-2.028625	350.907776	94.306221	-29.120078	-5.554089	-0.048997	-0.024586	0.007465	-0.039137
14.010000	-0.050231	-3.197691	744.366249	744.373119	-4.951158	4.900928	-10.095005	6.897314	301.028198	-2.028625	351.217438	94.149239	-29.129526	-5.520896	-0.068661	-0.042978	0.007417	-0.039133
14.020000	-0.001540	-3.181694	742.669808	742.676623	-4.935087	4.933547	-10.063081	6.881387	301.346741	-2.028625	349.359436	93.992256	-28.663540	-5.761052	-0.059609	-0.034869	0.007757	-0.038595
14.030000	-0.034159	-3.133808	741.878427	741.885046	-4.935087	4.900928	-10.015195	6.881387	301.665314	-2.349356	349.669098	92.893372	-28.508282	-5.670211	-0.060387	-0.035122	0.007643	-0.038427
14.040000	0.111675	-3.070031	741.885193	741.891554	-4.870802	4.982477	-9.983272	6.913241	301.665314	-2.028625	349.669098	92.579407	-28.384213	-5.587485	-0.056926	-0.038076	0.007531	-0.038260
14.050000	0.014054	-3.038177	742.201447	742.207665	-4.886873	4.900928	-9.983272	6.945095	301.824585	-2.028625	349.669098	92.736389	-28.385189	-5.629828	-0.073844	-0.051336	0.007585	-0.038245
14.060000	0.047152	-2.942405	741.889049	741.894885	-4.919015	4.966167	-9.887500	6.945095	301.824585	-1.547528	350.288452	91.323540	-28.134580	-5.326743	-0.042875	-0.023537	0.007180	-0.037923
14.070000	0.079294	-3.038072	741.437702	741.443931	-4.886873	4.966167	-9.935386	6.897314	302.461700	-1.868260	349.049774	91.794487	-27.913452	-5.645393	-0.049316	-0.029169	0.007614	-0.037648
14.080000	0.208818	-3.117707	744.098552	744.105112	-4.822588	5.031407	-9.935386	6.817679	302.939514	-1.547528	350.598114	92.108452	-28.122621	-5.510289	-0.039569	-0.024373	0.007405	-0.037794
14.090000	0.177154	-3.261223	743.453881	743.461054	-4.886873	5.064027	-10.015195	6.753972	302.780243	-2.028625	350.907776	91.794487	-28.243375	-5.475498	-0.022120	-0.004831	0.007365	-0.037989
14.100000	0.178586	-3.372782	744.094554	744.102219	-4.983300	5.161887	-10.047119	6.674337	303.258087	-1.547528	351.217438	91.166557	-27.982913	-5.362532	0.022463	0.040054	0.007207	-0.037607
14.110000	0.178586	-3.468413	745.674628	745.682716	-4.983300	5.161887	-10.079042	6.610629	303.735901	-1.387163	351.217438	92.108452	-28.039353	-5.513653	0.026277	0.045208	0.007394	-0.037603
14.120000	0.195613	-3.468449	745.682489	745.690581	-5.031514	5.227127	-10.095005	6.626556	303.576630	-0.906066	351.217438	91.794487	-27.912193	-5.398367	0.045141	0.062928	0.007239	-0.037432
14.130000	0.066566	-3.436525	745.503673	745.511596	-5.127941	5.194507	-10.063081	6.626556	303.895203	-1.547528	352.146423	91.009575	-28.007022	-5.313711	0.061733	0.083727	0.007128	-0.037568
14.140000	0.099663	-3.404531	744.118185	744.125980	-5.160083	5.259747	-9.999233	6.594702	303.895203	-1.066431	350.907776	90.381638	-27.538926	-5.327775	0.092694	0.113381	0.007160	-0.037009
14.150000	0.132045	-3.260873	744.273253	744.280408	-5.144012	5.276057	-9.855576	6.594702	304.532288	-1.387163	351.217438	89.910690	-27.449863	-5.347583	0.109980	0.128540	0.007185	-0.036881
14.160000	0.180974	-3.149315	743.023703	743.030399	-5.144012	5.324986	-9.823652	6.674337	304.373016	-1.387163	350.598114	89.439735	-27.268681	-5.344072	0.114041	0.130050	0.007192	-0.036700
14.170000	0.213594	-3.005798	742.410340	742.416456	-5.144012	5.357606	-9.743843	6.738045	304.532288	-0.906066	350.443268	88.340851	-26.896320	-5.190701	0.122497	0.135775	0.006992	-0.036228
14.180000	0.164903	-2.862316	743.670968	743.676495	-5.160083	5.324986	-9.679995	6.817679	305.010132	-0.906066	350.598114	88.968788	-26.963764	-5.307004	0.117293	0.131740	0.007136	-0.036258
14.190000	0.180258	-2.734865	743.199094	743.204147	-5.095798	5.276057	-9.664033	6.929168	305.010132	-0.745700	350.907776	88.026886	-26.810978	-5.136882	0.083187	0.095587	0.006912	-0.036075
14.200000	0.132283	-2.623272	744.284272	744.288907	-5.160083	5.292367	-9.616147	6.992875	305.487976	-0.906066	352.146423	87.555939	-26.906044	-5.010474	0.097407	0.110285	0.006732	-0.036150
14.210000	-0.030100	-2.463968	742.741902	742.745990	-5.208297	5.178197	-9.600185	7.136218	305.965790	-0.745700	350.907776	86.614037	-26.349467	-5.091485	0.068930	0.086889	0.006855	-0.035476
14.220000	0.001326	-2.272705	743.371498	743.374973	-5.127941	5.129267	-9.536338	7.263633	306.443634	-0.585335	351.527100	85.986099	-26.228709	-4.978497	0.035445	0.050619	0.006697	-0.035283
14.230000	0.000848	-2.145219	744.320434	744.323525	-5.095798	5.096647	-9.504414	7.359195	306.762177	-0.264603	351.836761	85.986099	-26.168524	-4.941096	0.014856	0.029067	0.006638	-0.035158
14.240000	-0.128199	-2.145429	743.697432	743.700538	-5.192225	5.064027	-9.600185	7.454756	307.080750	0.056128	352.301270	84.259285	-25.788192	-4.683686	0.004657	0.022614	0.006298	-0.034676
14.250000	-0.225103	-2.017943	743.853740	743.856511	-5.256510	5.031407	-9.568261	7.550318	307.717834	-0.104238	352.765778	83.474365	-25.634503	-4.633809	0.003354	0.023682	0.006229	-0.034462
14.260000	-0.257723	-1.922382	743.079100	743.081631	-5.256510	4.998787	-9.568261	7.645879	308.195679	0.056128	352.765778	82.061516	-25.228591	-4.503832	-0.014637	0.005764	0.006061	-0.033951
14.270000	-0.338557	-1.842712	744.311330	744.313688	-5.304724	4.966167	-9.552299	7.709587	307.877136	0.376859	354.623749	81.433586	-25.477747	-4.132449	-0.017248	0.004571	0.005552	-0.034230
14.280000	-0.483675	-1.635593	743.698243	743.700199	-5.417222	4.933547	-9.520376	7.884783	308.673523	0.537225	354.623749	79.863747	-24.981749	-4.026921	-0.018465	0.006638	0.005415	-0.033591
14.290000	-0.483436	-1.428368	742.767563	742.769094	-5.433293	4.949857	-9.440566	8.012198	308.832794	0.857956	354.468933	78.607880	-24.612937	-3.875409	-0.017702	0.005770	0.005218	-0.033137
14.300000	-0.451055	-1.269098	743.869178	743.870397	-5.417222	4.966167	-9.440566	8.171468	309.151337	1.178687	355.088257	78.450897	-24.584718	-3.780532	-0.036766	-0.015409	0.005082	-0.033050
14.310000	-0.595696	-1.157610	743.562277	743.563417	-5.561863	4.966167	-9.440566	8.282956	309.469910	1.499419	355.397919	77.195030	-24.272633	-3.598919	-0.021217	0.003832	0.004840	-0.032644
14.320000	-0.755930	-1.093972	744.022924	744.024112	-5.754717	4.998787	-9.472490	8.378518	309.629181	1.820150	356.791412	75.782181	-24.175625	-3.249993	0.008580	0.037921	0.004368	-0.032493
14.330000	-0.917597	-1.046367	742.780118	742.781422	-5.851144	4.933547	-9.552299	8.505933	309.788452	1.820150	356.017273	75.154243	-23.865498	-3.293925	-0.010050	0.024073	0.004435	-0.032130
14.340000	-0.997476	-1.030475	742.928662	742.930046	-5.963643	4.966167	-9.568261	8.537786	309.629181	2.140881	356.946259	74.212341	-23.831337	-3.015412	0.013236	0.049415	0.004059	-0.032078
14.350000	-1.191762	-1.094392	743.559041	743.560801	-6.060070	4.868308	-9.664033	8.569641	309.947723	2.140881	357.101105	74.369331	-23.827120	-3.062638	-0.002365	0.040332	0.004119	-0.032045
14.360000	-1.417236	-1.158380	742.452759	742.455015	-6.252924	4.835688	-9.791728	8.633348	309.947723	2.301247	357.875244	72.328545	-23.538838	-2.715749	0.006713	0.055883	0.003658	-0.031704
14.370000	-1.514141	-1.190514	742.918528	742.921025	-6.317209	4.803068	-9.919424	8.728910	309.629181	2.782344	358.649414	71.857590	-23.565524	-2.474738	-0.013745	0.038250	0.003331	-0.031720
14.380000	-1.739615	-1.222577	741.053146	741.056196	-6.510063	4.770448	-10.015195	8.792618	309.947723	2.621978	357.410767	71.072678	-23.127734	-2.596802	-0.000835	0.057741	0.003504	-0.031209
14.390000	-1.884973	-1.398018	742.279796	742.283506	-6.606490	4.721518	-10.126928	8.728910	309.947723	2.461612	359.268738	70.601723	-23.429315	-2.343115	0.002901	0.066811	0.003157	-0.031564
14.400000	-1.932469	-1.477793	743.057655	743.061637	-6.702917	4.770448	-10.190776	8.712983	310.266296	2.621978	360.352570	69.816811	-23.389722	-2.139988	0.026222	0.091308	0.002880	-0.031478
14.410000	-1.965329	-1.557568	743.209437	743.213668	-6.686846	4.721518	-10.254623	8.697056	310.266296	2.782344	360.971924	69.188873	-23.352342	-1.972548	0.007471	0.073358	0.002654	-0.031421
14.420000	-2.077588	-1.525784	741.963248	741.967725	-6.815415	4.737828	-10.286548	8.760764	310.107025	2.942709	360.352570	68.560944	-23.104097	-1.938214	0.024971	0.093651	0.002612	-0.031139
14.430000	-2.125563	-1.573705	743.375322	743.380027	-6.879700	4.754138	-10.350395	8.776690	310.266296	3.103075	360.817078	69.188873	-23.256500	-1.959852	0.031517	0.102164	0.002636	-0.031285
14.440000	-2.061039	-1.478038	744.612906	744.617225	-6.831487	4.770448	-10.302509	8.824471	310.425568	2.942709	362.055756	69.188873	-23.508760	-1.846664	0.025149	0.093885	0.002480	-0.031572
14.450000	-2.061039	-1.430223	742.751962	742.756199	-6.831487	4.770448	-10.286548	8.856325	310.584839	3.103075	360.817078	68.246971	-23.010868	-1.882146	0.023242	0.090718	0.002534	-0.030981
14.460000	-2.044013	-1.318628	743.244259	743.248240	-6.879700	4.835688	-10.238662	8.920033	311.062683	3.584172	360.507416	68.089989	-22.730773	-1.899311	0.044034	0.109916	0.002555	-0.030583
14.470000	-1.898894	-1.191073	742.148316	742.151701	-6.767202	4.868308	-10.174814	8.983741	310.903412	3.423806	359.888092	67.933006	-22.645179	-1.948393	0.028075	0.089143	0.002625	-0.030513
14.480000	-1.770325	-1.143328	741.355413	741.358408	-6.638632	4.868308	-10.190776	9.047448	310.584839	3.263440	359.888092	67.619041	-22.680322	-1.885946	-0.007199	0.049869	0.002544	-0.030593
14.490000	-1.705085	-0.999950	742.293004	742.295636	-6.638632	4.933547	-10.174814	9.174864	310.584839	3.263440	360.197754	68.246971	-22.874292	-1.921203	-0.007526	0.047606	0.002588	-0.030816
14.500000	-1.771280	-1.095652	740.273450	740.276380	-6.574347	4.803068	-10.238662	9.143010	310.266296	3.263440	358.339752	68.403961	-22.593492	-2.127755	-0.050318	0.006892	0.002874	-0.030520
14.510000	-1.772235	-1.079795	739.949944	739.952854	-6.510063	4.737828	-10.270586	9.190791	310.266296	3.423806	359.268738	66.991104	-22.465358	-1.827533	-0.085787	-0.029314	0.002470	-0.030361
14.520000	-1.757358	-1.159570	740.265111	740.268105	-6.413636	4.656278	-10.334434	9.174864	310.584839	3.263440	359.268738	67.148094	-22.461531	-1.903172	-0.127133	-0.070829	0.002571	-0.030343
14.530000	-1.757597	-1.303052	739.941049	739.944284	-6.397565	4.639968	-10.398281	9.095229	310.266296	3.103075	359.423584	67.148094	-22.581825	-1.865620	-0.131715	-0.074790	0.002521	-0.030518
14.540000	-1.838430	-1.558268	741.036870	741.040789	-6.445778	4.607348	-10.573862	9.015594	310.266296	3.263440	359.888092	67.619041	-22.725358	-1.850786	-0.140110	-0.079839	0.002498	-0.030667
14.550000	-1.757597	-1.558337	742.302060	742.305776	-6.397565	4.639968	-10.605785	9.047448	310.744110	3.584172	360.197754	67.776024	-22.658975	-1.847677	-0.150881	-0.093351	0.002489	-0.030525
14.560000	-1.676286	-1.558372	742.595422	742.598949	-6.381494	4.705208	-10.621748	9.063375	310.744110	3.423806	361.436401	66.991104	-22.781792	-1.620434	-0.144875	-0.090048	0.002182	-0.030679
14.570000	-1.773429	-1.526483	741.986378	741.990068	-6.429707	4.656278	-10.605785	9.079303	311.221954	3.584172	360.817078	66.363174	-22.406135	-1.661870	-0.145014	-0.088042	0.002240	-0.030198
14.580000	-1.725454	-1.414750	742.918405	742.921756	-6.365422	4.639968	-10.494053	9.079303	311.540497	3.103075	361.126740	67.148094	-22.662590	-1.812699	-0.147725	-0.091638	0.002440	-0.030505
14.590000	-1.596407	-1.462635	743.700109	743.703260	-6.268995	4.672588	-10.541938	9.079303	311.381226	3.263440	361.436401	67.619041	-22.816338	-1.787889	-0.166232	-0.113739	0.002404	-0.030679
14.600000	-1.628072	-1.430712	743.858186	743.861343	-6.333280	4.705208	-10.510015	9.079303	311.221954	3.423806	361.436401	67.776024	-22.848952	-1.769796	-0.143021	-0.089607	0.002379	-0.030717
14.610000	-1.627594	-1.367004	743.870450	743.873486	-6.365422	4.737828	-10.510015	9.143010	311.540497	3.584172	361.126740	67.619041	-22.662708	-1.807077	-0.137713	-0.084806	0.002429	-0.030466
14.620000	-1.547716	-1.271233	741.688538	741.691243	-6.252924	4.705208	-10.414243	9.143010	311.381226	3.423806	359.578430	67.305077	-22.358491	-1.951735	-0.155244	-0.105242	0.002631	-0.030145
14.630000	-1.580814	-1.159639	743.722356	743.724940	-6.220782	4.639968	-10.366357	9.206717	312.177612	3.263440	360.662262	67.619041	-22.515867	-1.975651	-0.176619	-0.125680	0.002656	-0.030275
14.640000	-1.581291	-1.111824	743.718873	743.721385	-6.188639	4.607348	-10.350395	9.238571	311.699799	3.423806	360.662262	67.933006	-22.644302	-1.936767	-0.191479	-0.140437	0.002604	-0.030447
14.650000	-1.613434	-1.143748	743.714250	743.716880	-6.220782	4.607348	-10.382319	9.238571	311.699799	3.103075	360.507416	68.403961	-22.770233	-2.051797	-0.188881	-0.136327	0.002759	-0.030617
14.660000	-1.613195	-1.095931	743.248837	743.251396	-6.236853	4.623658	-10.366357	9.270426	311.381226	3.584172	360.507416	67.776024	-22.614293	-1.880473	-0.184312	-0.132456	0.002530	-0.030426
14.670000	-1.597363	-1.127786	743.722073	743.724644	-6.204710	4.607348	-10.366357	9.238571	311.540497	3.584172	360.507416	68.089989	-22.643798	-1.936549	-0.190180	-0.138609	0.002604	-0.030447
14.680000	-1.710338	-1.271268	744.006265	744.009317	-6.285066	4.574728	-10.430204	9.158937	311.221954	3.103075	361.591248	68.089989	-23.014035	-1.831080	-0.178738	-0.122704	0.002461	-0.030933
